profile id;#friends;#following;#community;age;#postshared;#urlshared;#photos/videos;fpurls;fpphotos/videos;avgcomment/post;likes/post;tags/post;#tags/post;Label
493;1369;1267;61.0;1452.0;562.0;54.0;526.0;0.096;0.936;503.0;128.0;46.0;15.0;0.0
494;1398;1244;62.0;1624.0;623.0;61.0;583.0;0.098;0.936;426.0;97.0;39.0;13.0;0.0
495;1444;1344;64.0;1462.0;596.0;59.0;548.0;0.099;0.919;447.0;83.0;35.0;17.0;0.0
496;1326;1241;60.0;1120.0;543.0;154.0;524.0;0.284;0.965;364.0;111.0;36.0;14.0;1.0
497;1251;1207;59.0;1432.0;598.0;58.0;569.0;0.097;0.952;46.0;94.0;39.0;16.0;1.0
498;1473;1399;65.0;1106.0;524.0;54.0;509.0;0.103;0.971;571.0;91.0;38.0;15.0;1.0
499;1407;1231;59.0;1153.0;503.0;250.0;487.0;0.497;0.968;523.0;96.0;40.0;16.0;0.0
500;1430;1400;66.0;1543.0;624.0;61.0;583.0;0.098;0.934;543.0;12.0;42.0;14.0;0.0
501;54;62;759.0;952.0;2295.0;265.0;2095.0;0.115;0.913;562.0;2297.0;43.0;28.0;1.0
502;56;1;562.0;785.0;2220.0;132.0;2213.0;0.059;0.997;563.0;4265.0;34.0;24.0;0.0
503;54;3;598.0;748.0;1122.0;1005.0;1122.0;0.896;1.0;564.0;4796.0;35.0;26.0;1.0
504;34;73;563.0;796.0;2001.0;1765.0;1988.0;0.882;0.994;569.0;4831.0;47.0;21.0;1.0
505;23;49;684.0;1263.0;1846.0;1623.0;1832.0;0.879;0.992;568.0;4821.0;45.0;24.0;1.0
506;47;5;692.0;2540.0;3742.0;2956.0;3654.0;0.79;0.976;625.0;4712.0;34.0;29.0;1.0
507;22;53;635.0;2202.0;3303.0;2694.0;3299.0;0.816;0.999;635.0;5.0;37.0;27.0;1.0
508;33;2;789.0;2002.0;3001.0;2463.0;2997.0;0.821;0.999;624.0;5.0;49.0;26.0;0.0
509;44;1;982.0;2001.0;3456.0;1984.0;3441.0;0.574;0.996;699.0;22.0;47.0;20.0;1.0
510;56;83;629.0;2001.0;3216.0;2034.0;3102.0;0.632;0.965;684.0;489.0;39.0;30.0;1.0
511;57;85;784.0;798.0;2102.0;1874.0;2100.0;0.892;0.999;614.0;458.0;38.0;29.0;1.0
512;9;85;792.0;849.0;2203.0;1654.0;2199.0;0.751;0.998;958.0;362.0;30.0;30.0;0.0
513;10;94;777.0;895.0;2310.0;1987.0;2286.0;0.86;0.99;987.0;2789.0;50.0;21.0;0.0
514;12;4;999.0;1563.0;2445.0;1866.0;2441.0;0.763;0.998;948.0;289.0;40.0;22.0;1.0
515;11;129;888.0;1489.0;2326.0;1684.0;2321.0;0.724;0.998;954.0;261.0;46.0;24.0;1.0
516;13;35;992.0;1230.0;2001.0;1452.0;1990.0;0.726;0.995;962.0;423.0;43.0;30.0;1.0
517;43;36;603.0;1260.0;2223.0;1552.0;2220.0;0.698;0.999;952.0;487.0;45.0;22.0;1.0
518;31;85;651.0;1790.0;2745.0;1996.0;2740.0;0.727;0.998;684.0;462.0;46.0;23.0;1.0
519;99;9;532.0;1840.0;2864.0;1864.0;2862.0;0.651;0.999;567.0;425.0;43.0;28.0;1.0
520;78;8;521.0;984.0;2210.0;1684.0;2200.0;0.762;0.995;648.0;4657.0;34.0;27.0;1.0
521;76;7;546.0;956.0;2100.0;1423.0;2095.0;0.678;0.998;789.0;4871.0;33.0;29.0;0.0
522;65;72;584.0;975.0;2113.0;1489.0;2100.0;0.705;0.994;789.0;1187.0;44.0;26.0;1.0
523;85;72;596.0;985.0;2361.0;1876.0;2351.0;0.795;0.996;854.0;118.0;34.0;21.0;1.0
524;84;74;578.0;1562.0;2996.0;1994.0;2990.0;0.666;0.998;958.0;1987.0;35.0;22.0;1.0
525;83;85;521.0;1489.0;2456.0;1659.0;2450.0;0.675;0.998;911.0;1843.0;36.0;25.0;1.0
526;32;49;564.0;2190.0;3004.0;1846.0;3001.0;0.615;0.999;811.0;1462.0;37.0;22.0;1.0
527;31;5;574.0;2015.0;2995.0;1974.0;2110.0;0.659;0.705;611.0;14.0;38.0;26.0;1.0
528;30;98;532.0;2036.0;3002.0;1882.0;3001.0;0.627;1.0;711.0;19.0;39.0;22.0;1.0
529;40;99;598.0;2098.0;3016.0;1964.0;3002.0;0.651;0.995;659.0;17.0;30.0;28.0;1.0
530;50;75;584.0;2156.0;3123.0;1995.0;3100.0;0.639;0.993;852.0;16.0;40.0;27.0;1.0
531;60;75;782.0;2451.0;3645.0;2216.0;3640.0;0.608;0.999;854.0;221.0;50.0;26.0;1.0
532;65;64;795.0;2500.0;3556.0;2256.0;3410.0;0.634;0.959;856.0;357.0;49.0;30.0;1.0
533;75;84;784.0;2487.0;3512.0;2200.0;3510.0;0.626;0.999;953.0;687.0;50.0;26.0;1.0
534;9;93;842.0;2315.0;3621.0;2310.0;3620.0;0.638;1.0;981.0;268.0;48.0;21.0;1.0
535;10;4;846.0;1987.0;3337.0;2102.0;3330.0;0.63;0.998;853.0;245.0;47.0;24.0;1.0
536;12;43;892.0;863.0;1956.0;1450.0;1950.0;0.741;0.997;88.0;377.0;46.0;29.0;1.0
537;13;65;841.0;1487.0;2659.0;1846.0;2650.0;0.694;0.997;99.0;388.0;44.0;28.0;1.0
538;41;74;862.0;1985.0;2885.0;1946.0;2880.0;0.675;0.998;77.0;399.0;43.0;24.0;1.0
539;51;3;871.0;1879.0;2756.0;1997.0;2750.0;0.725;0.998;66.0;145.0;42.0;26.0;1.0
540;99;85;832.0;1569.0;2556.0;1625.0;2550.0;0.636;0.998;55.0;177.0;41.0;25.0;1.0
541;88;89;954.0;1486.0;2463.0;1554.0;2460.0;0.631;0.999;96.0;188.0;32.0;31.0;1.0
542;63;42;975.0;1256.0;2316.0;1469.0;2312.0;0.634;0.998;663.0;199.0;32.0;30.0;1.0
543;72;32;762.0;999.0;2113.0;1321.0;2099.0;0.625;0.993;665.0;463.0;33.0;22.0;1.0
544;39;27;743.0;985.0;2345.0;1466.0;2339.0;0.625;0.997;1.0;472.0;44.0;29.0;1.0
545;38;28;782.0;845.0;1645.0;1320.0;1639.0;0.802;0.996;1.0;425.0;34.0;27.0;1.0
546;45;29;741.0;763.0;1664.0;1360.0;1655.0;0.817;0.995;1.0;456.0;44.0;21.0;1.0
547;48;33;965.0;1298.0;1987.0;1456.0;1982.0;0.733;0.997;1.0;491.0;46.0;22.0;1.0
548;45;44;987.0;2000.0;3038.0;2030.0;3030.0;0.668;0.997;102.0;492.0;45.0;29.0;1.0
549;43;55;1156.0;2489.0;3346.0;2410.0;3345.0;0.72;1.0;103.0;49.0;46.0;25.0;1.0
550;23;67;1489.0;2132.0;3126.0;2130.0;3120.0;0.681;0.998;92.0;48.0;47.0;22.0;1.0
551;22;56;1263.0;2569.0;3896.0;2543.0;3891.0;0.653;0.999;93.0;47.0;48.0;24.0;1.0
